district,crop_name,season_type,season_year,target_hectares,committed_hectares,source
Ratnapura,Leek,Yala,2018,62.4,70.4,synthetic_proxy
Trincomalee,Leek,Yala,2018,19.9,22.3,synthetic_proxy
Vavuniya,Leek,Yala,2018,21.5,21.6,synthetic_proxy
Ampara,Leek,Maha,2019,51.7,46.5,synthetic_proxy
Anuradhapura,Leek,Maha,2019,48.9,42.5,synthetic_proxy
Badulla,Leek,Maha,2019,124.1,129.3,synthetic_proxy
Batticaloa,Leek,Maha,2019,23.2,24.2,synthetic_proxy
Colombo,Leek,Maha,2019,115.5,133.4,synthetic_proxy
Galle,Leek,Maha,2019,27.5,31.2,synthetic_proxy
Gampaha,Leek,Maha,2019,46.3,45.6,synthetic_proxy
Hambantota,Leek,Maha,2019,79.0,67.2,synthetic_proxy
Jaffna,Leek,Maha,2019,36.3,34.9,synthetic_proxy
Kalutara,Leek,Maha,2019,27.8,28.5,synthetic_proxy
Kandy,Leek,Maha,2019,58.1,56.7,synthetic_proxy
Kegalle,Leek,Maha,2019,29.9,27.9,synthetic_proxy
Kilinochchi,Leek,Maha,2019,21.8,22.4,synthetic_proxy
Kurunegala,Leek,Maha,2019,104.1,97.8,synthetic_proxy
Mannar,Leek,Maha,2019,26.0,24.0,synthetic_proxy
Matale,Leek,Maha,2019,68.8,71.4,synthetic_proxy
Matara,Leek,Maha,2019,39.5,37.6,synthetic_proxy
Monaragala,Leek,Maha,2019,38.3,39.4,synthetic_proxy
Mullaitivu,Leek,Maha,2019,22.3,23.0,synthetic_proxy
Nuwara Eliya,Leek,Maha,2019,79.3,68.5,synthetic_proxy
Polonnaruwa,Leek,Maha,2019,26.5,25.0,synthetic_proxy
Puttalam,Leek,Maha,2019,30.5,35.8,synthetic_proxy
Ratnapura,Leek,Maha,2019,72.5,62.4,synthetic_proxy
Trincomalee,Leek,Maha,2019,23.1,17.2,synthetic_proxy
Vavuniya,Leek,Maha,2019,25.0,19.4,synthetic_proxy
Ampara,Leek,Yala,2019,64.9,65.1,synthetic_proxy
Anuradhapura,Leek,Yala,2019,61.4,61.6,synthetic_proxy
Badulla,Leek,Yala,2019,155.8,153.6,synthetic_proxy
Batticaloa,Leek,Yala,2019,29.1,33.3,synthetic_proxy
Colombo,Leek,Yala,2019,145.0,98.5,synthetic_proxy
Galle,Leek,Yala,2019,34.5,36.2,synthetic_proxy
Gampaha,Leek,Yala,2019,58.1,69.0,synthetic_proxy
Hambantota,Leek,Yala,2019,99.2,85.7,synthetic_proxy
Jaffna,Leek,Yala,2019,45.5,43.4,synthetic_proxy
Kalutara,Leek,Yala,2019,34.9,31.7,synthetic_proxy
Kandy,Leek,Yala,2019,72.9,65.1,synthetic_proxy
Kegalle,Leek,Yala,2019,37.6,36.1,synthetic_proxy
Kilinochchi,Leek,Yala,2019,27.3,32.0,synthetic_proxy
Kurunegala,Leek,Yala,2019,130.7,159.5,synthetic_proxy
Mannar,Leek,Yala,2019,32.6,31.3,synthetic_proxy
Matale,Leek,Yala,2019,86.3,106.1,synthetic_proxy
Matara,Leek,Yala,2019,49.6,49.8,synthetic_proxy
Monaragala,Leek,Yala,2019,48.0,58.1,synthetic_proxy
Mullaitivu,Leek,Yala,2019,28.0,27.6,synthetic_proxy
Nuwara Eliya,Leek,Yala,2019,99.5,101.1,synthetic_proxy
Polonnaruwa,Leek,Yala,2019,33.2,34.7,synthetic_proxy
Puttalam,Leek,Yala,2019,38.3,53.0,synthetic_proxy
Ratnapura,Leek,Yala,2019,91.0,100.3,synthetic_proxy
Trincomalee,Leek,Yala,2019,29.0,26.6,synthetic_proxy
Vavuniya,Leek,Yala,2019,31.4,35.0,synthetic_proxy
Ampara,Leek,Maha,2020,39.6,37.9,synthetic_proxy
Anuradhapura,Leek,Maha,2020,37.4,35.2,synthetic_proxy
Badulla,Leek,Maha,2020,95.0,105.3,synthetic_proxy
Batticaloa,Leek,Maha,2020,17.7,17.8,synthetic_proxy
Colombo,Leek,Maha,2020,88.4,91.3,synthetic_proxy
Galle,Leek,Maha,2020,21.1,21.1,synthetic_proxy
Gampaha,Leek,Maha,2020,35.4,36.8,synthetic_proxy
Hambantota,Leek,Maha,2020,60.4,63.5,synthetic_proxy
Jaffna,Leek,Maha,2020,27.7,21.3,synthetic_proxy
Kalutara,Leek,Maha,2020,21.3,23.0,synthetic_proxy
Kandy,Leek,Maha,2020,44.4,39.2,synthetic_proxy
Kegalle,Leek,Maha,2020,22.9,18.9,synthetic_proxy
Kilinochchi,Leek,Maha,2020,16.6,16.5,synthetic_proxy
Kurunegala,Leek,Maha,2020,79.7,80.5,synthetic_proxy
Mannar,Leek,Maha,2020,19.9,18.2,synthetic_proxy
Matale,Leek,Maha,2020,52.6,57.9,synthetic_proxy
Matara,Leek,Maha,2020,30.2,25.3,synthetic_proxy
Monaragala,Leek,Maha,2020,29.3,27.8,synthetic_proxy
Mullaitivu,Leek,Maha,2020,17.0,15.8,synthetic_proxy
Nuwara Eliya,Leek,Maha,2020,60.7,60.3,synthetic_proxy
Polonnaruwa,Leek,Maha,2020,20.3,20.9,synthetic_proxy
Puttalam,Leek,Maha,2020,23.4,20.5,synthetic_proxy
Ratnapura,Leek,Maha,2020,55.5,60.3,synthetic_proxy
Trincomalee,Leek,Maha,2020,17.7,17.8,synthetic_proxy
Vavuniya,Leek,Maha,2020,19.1,14.8,synthetic_proxy
Ampara,Leek,Yala,2020,41.6,31.8,synthetic_proxy
Anuradhapura,Leek,Yala,2020,39.3,39.2,synthetic_proxy
Badulla,Leek,Yala,2020,99.8,97.1,synthetic_proxy
Batticaloa,Leek,Yala,2020,18.6,18.4,synthetic_proxy
Colombo,Leek,Yala,2020,92.8,92.5,synthetic_proxy
Galle,Leek,Yala,2020,22.1,22.7,synthetic_proxy
Gampaha,Leek,Yala,2020,37.2,41.4,synthetic_proxy
Hambantota,Leek,Yala,2020,63.5,55.0,synthetic_proxy
Jaffna,Leek,Yala,2020,29.1,25.0,synthetic_proxy
Kalutara,Leek,Yala,2020,22.3,19.4,synthetic_proxy
Kandy,Leek,Yala,2020,46.7,48.3,synthetic_proxy
Kegalle,Leek,Yala,2020,24.1,27.6,synthetic_proxy
Kilinochchi,Leek,Yala,2020,17.5,16.6,synthetic_proxy
Kurunegala,Leek,Yala,2020,83.7,58.6,synthetic_proxy
Mannar,Leek,Yala,2020,20.9,16.6,synthetic_proxy
Matale,Leek,Yala,2020,55.3,49.8,synthetic_proxy
Matara,Leek,Yala,2020,31.7,29.6,synthetic_proxy
Monaragala,Leek,Yala,2020,30.7,29.2,synthetic_proxy
Mullaitivu,Leek,Yala,2020,17.9,18.0,synthetic_proxy
Nuwara Eliya,Leek,Yala,2020,63.7,61.3,synthetic_proxy
Polonnaruwa,Leek,Yala,2020,21.3,24.0,synthetic_proxy
Puttalam,Leek,Yala,2020,24.5,22.6,synthetic_proxy
Ratnapura,Leek,Yala,2020,58.3,52.3,synthetic_proxy
Trincomalee,Leek,Yala,2020,18.6,19.7,synthetic_proxy
Vavuniya,Leek,Yala,2020,20.1,16.4,synthetic_proxy
Ampara,Leek,Maha,2021,42.5,44.5,synthetic_proxy
Anuradhapura,Leek,Maha,2021,40.1,40.6,synthetic_proxy
Badulla,Leek,Maha,2021,101.9,100.1,synthetic_proxy
Batticaloa,Leek,Maha,2021,19.0,22.7,synthetic_proxy
Colombo,Leek,Maha,2021,94.9,87.8,synthetic_proxy
Galle,Leek,Maha,2021,22.6,28.2,synthetic_proxy
Gampaha,Leek,Maha,2021,38.0,37.0,synthetic_proxy
Hambantota,Leek,Maha,2021,64.9,54.9,synthetic_proxy
Jaffna,Leek,Maha,2021,29.8,30.0,synthetic_proxy
Kalutara,Leek,Maha,2021,22.8,19.9,synthetic_proxy
Kandy,Leek,Maha,2021,47.7,43.4,synthetic_proxy
Kegalle,Leek,Maha,2021,24.6,25.7,synthetic_proxy
Kilinochchi,Leek,Maha,2021,17.9,19.1,synthetic_proxy
Kurunegala,Leek,Maha,2021,85.5,79.1,synthetic_proxy
Mannar,Leek,Maha,2021,21.4,23.9,synthetic_proxy
Matale,Leek,Maha,2021,56.5,64.3,synthetic_proxy
Matara,Leek,Maha,2021,32.4,38.0,synthetic_proxy
Monaragala,Leek,Maha,2021,31.4,33.4,synthetic_proxy
Mullaitivu,Leek,Maha,2021,18.3,21.3,synthetic_proxy
Nuwara Eliya,Leek,Maha,2021,65.1,50.4,synthetic_proxy
Polonnaruwa,Leek,Maha,2021,21.7,20.9,synthetic_proxy
Puttalam,Leek,Maha,2021,25.1,22.5,synthetic_proxy
Ratnapura,Leek,Maha,2021,59.6,60.4,synthetic_proxy
Trincomalee,Leek,Maha,2021,19.0,17.7,synthetic_proxy
Vavuniya,Leek,Maha,2021,20.5,20.1,synthetic_proxy
Ampara,Leek,Yala,2021,61.2,75.1,synthetic_proxy
Anuradhapura,Leek,Yala,2021,57.9,56.7,synthetic_proxy
Badulla,Leek,Yala,2021,147.0,154.3,synthetic_proxy
Batticaloa,Leek,Yala,2021,27.4,26.7,synthetic_proxy
Colombo,Leek,Yala,2021,136.8,138.0,synthetic_proxy
Galle,Leek,Yala,2021,32.6,32.6,synthetic_proxy
Gampaha,Leek,Yala,2021,54.8,57.8,synthetic_proxy
Hambantota,Leek,Yala,2021,93.5,106.6,synthetic_proxy
Jaffna,Leek,Yala,2021,42.9,51.4,synthetic_proxy
Kalutara,Leek,Yala,2021,32.9,34.1,synthetic_proxy
Kandy,Leek,Yala,2021,68.7,73.6,synthetic_proxy
Kegalle,Leek,Yala,2021,35.4,30.5,synthetic_proxy
Kilinochchi,Leek,Yala,2021,25.8,25.5,synthetic_proxy
Kurunegala,Leek,Yala,2021,123.3,137.2,synthetic_proxy
Mannar,Leek,Yala,2021,30.8,34.0,synthetic_proxy
Matale,Leek,Yala,2021,81.5,83.5,synthetic_proxy
Matara,Leek,Yala,2021,46.7,51.7,synthetic_proxy
Monaragala,Leek,Yala,2021,45.3,48.0,synthetic_proxy
Mullaitivu,Leek,Yala,2021,26.4,30.2,synthetic_proxy
Nuwara Eliya,Leek,Yala,2021,93.9,97.1,synthetic_proxy
Polonnaruwa,Leek,Yala,2021,31.4,30.0,synthetic_proxy
Puttalam,Leek,Yala,2021,36.2,37.6,synthetic_proxy
Ratnapura,Leek,Yala,2021,85.9,55.7,synthetic_proxy
Trincomalee,Leek,Yala,2021,27.4,28.6,synthetic_proxy
Vavuniya,Leek,Yala,2021,29.6,16.6,synthetic_proxy
Ampara,Leek,Maha,2022,52.1,41.4,synthetic_proxy
Anuradhapura,Leek,Maha,2022,49.3,52.0,synthetic_proxy
Badulla,Leek,Maha,2022,125.1,132.3,synthetic_proxy
Batticaloa,Leek,Maha,2022,23.4,20.1,synthetic_proxy
Colombo,Leek,Maha,2022,116.4,106.5,synthetic_proxy
Galle,Leek,Maha,2022,27.7,32.3,synthetic_proxy
Gampaha,Leek,Maha,2022,46.7,44.0,synthetic_proxy
Hambantota,Leek,Maha,2022,79.6,101.1,synthetic_proxy
Jaffna,Leek,Maha,2022,36.6,36.5,synthetic_proxy
Kalutara,Leek,Maha,2022,28.0,29.4,synthetic_proxy
Kandy,Leek,Maha,2022,58.5,69.9,synthetic_proxy
Kegalle,Leek,Maha,2022,30.2,30.6,synthetic_proxy
Kilinochchi,Leek,Maha,2022,21.9,19.3,synthetic_proxy
Kurunegala,Leek,Maha,2022,105.0,103.6,synthetic_proxy
Mannar,Leek,Maha,2022,26.2,26.1,synthetic_proxy
Matale,Leek,Maha,2022,69.4,58.0,synthetic_proxy
Matara,Leek,Maha,2022,39.8,38.6,synthetic_proxy
Monaragala,Leek,Maha,2022,38.6,35.1,synthetic_proxy
Mullaitivu,Leek,Maha,2022,22.4,24.9,synthetic_proxy
Nuwara Eliya,Leek,Maha,2022,79.9,80.3,synthetic_proxy
Polonnaruwa,Leek,Maha,2022,26.7,25.8,synthetic_proxy
Puttalam,Leek,Maha,2022,30.8,30.4,synthetic_proxy
Ratnapura,Leek,Maha,2022,73.1,75.1,synthetic_proxy
Trincomalee,Leek,Maha,2022,23.3,25.0,synthetic_proxy
Vavuniya,Leek,Maha,2022,25.2,22.2,synthetic_proxy
Ampara,Leek,Yala,2022,72.0,63.0,synthetic_proxy
Anuradhapura,Leek,Yala,2022,68.1,77.1,synthetic_proxy
Badulla,Leek,Yala,2022,172.8,164.3,synthetic_proxy
Batticaloa,Leek,Yala,2022,32.3,26.8,synthetic_proxy
Colombo,Leek,Yala,2022,160.8,169.4,synthetic_proxy
Galle,Leek,Yala,2022,38.3,40.4,synthetic_proxy
Gampaha,Leek,Yala,2022,64.5,52.6,synthetic_proxy
Hambantota,Leek,Yala,2022,110.0,113.0,synthetic_proxy
Jaffna,Leek,Yala,2022,50.5,55.0,synthetic_proxy
Kalutara,Leek,Yala,2022,38.7,40.5,synthetic_proxy
Kandy,Leek,Yala,2022,80.8,87.0,synthetic_proxy
Kegalle,Leek,Yala,2022,41.7,34.7,synthetic_proxy
Kilinochchi,Leek,Yala,2022,30.3,31.5,synthetic_proxy
Kurunegala,Leek,Yala,2022,145.0,139.7,synthetic_proxy
Mannar,Leek,Yala,2022,36.2,34.1,synthetic_proxy
Matale,Leek,Yala,2022,95.8,105.8,synthetic_proxy
Matara,Leek,Yala,2022,55.0,64.7,synthetic_proxy
Monaragala,Leek,Yala,2022,53.3,64.7,synthetic_proxy
Mullaitivu,Leek,Yala,2022,31.0,35.9,synthetic_proxy
Nuwara Eliya,Leek,Yala,2022,110.4,109.0,synthetic_proxy
Polonnaruwa,Leek,Yala,2022,36.9,38.4,synthetic_proxy
Puttalam,Leek,Yala,2022,42.5,46.4,synthetic_proxy
Ratnapura,Leek,Yala,2022,101.0,102.5,synthetic_proxy
Trincomalee,Leek,Yala,2022,32.2,32.7,synthetic_proxy
Vavuniya,Leek,Yala,2022,34.8,38.3,synthetic_proxy
Ampara,Leek,Maha,2023,62.0,61.6,synthetic_proxy
Anuradhapura,Leek,Maha,2023,58.6,53.5,synthetic_proxy
Badulla,Leek,Maha,2023,148.8,141.4,synthetic_proxy
Batticaloa,Leek,Maha,2023,27.8,29.9,synthetic_proxy
Colombo,Leek,Maha,2023,138.5,138.5,synthetic_proxy
Galle,Leek,Maha,2023,33.0,34.3,synthetic_proxy
Gampaha,Leek,Maha,2023,55.5,60.0,synthetic_proxy
Hambantota,Leek,Maha,2023,94.7,90.5,synthetic_proxy
Jaffna,Leek,Maha,2023,43.5,47.4,synthetic_proxy
Kalutara,Leek,Maha,2023,33.3,34.8,synthetic_proxy
Kandy,Leek,Maha,2023,69.6,59.3,synthetic_proxy
Kegalle,Leek,Maha,2023,35.9,42.1,synthetic_proxy
Kilinochchi,Leek,Maha,2023,26.1,24.5,synthetic_proxy
Kurunegala,Leek,Maha,2023,124.8,100.0,synthetic_proxy
Mannar,Leek,Maha,2023,31.2,27.3,synthetic_proxy
Matale,Leek,Maha,2023,82.5,72.4,synthetic_proxy
Matara,Leek,Maha,2023,47.3,47.6,synthetic_proxy
Monaragala,Leek,Maha,2023,45.9,44.4,synthetic_proxy
Mullaitivu,Leek,Maha,2023,26.7,25.6,synthetic_proxy
Nuwara Eliya,Leek,Maha,2023,95.1,102.1,synthetic_proxy
Polonnaruwa,Leek,Maha,2023,31.7,33.0,synthetic_proxy
Puttalam,Leek,Maha,2023,36.6,38.0,synthetic_proxy
Ratnapura,Leek,Maha,2023,87.0,91.2,synthetic_proxy
Trincomalee,Leek,Maha,2023,27.7,29.8,synthetic_proxy
Vavuniya,Leek,Maha,2023,30.0,22.4,synthetic_proxy
Ampara,Leek,Yala,2023,78.9,75.5,synthetic_proxy
Anuradhapura,Leek,Yala,2023,74.6,55.1,synthetic_proxy
Badulla,Leek,Yala,2023,189.4,190.3,synthetic_proxy
Batticaloa,Leek,Yala,2023,35.4,35.3,synthetic_proxy
Colombo,Leek,Yala,2023,176.3,198.4,synthetic_proxy
Galle,Leek,Yala,2023,42.0,48.0,synthetic_proxy
Gampaha,Leek,Yala,2023,70.6,72.4,synthetic_proxy
Hambantota,Leek,Yala,2023,120.6,113.3,synthetic_proxy
Jaffna,Leek,Yala,2023,55.4,58.6,synthetic_proxy
Kalutara,Leek,Yala,2023,42.4,39.7,synthetic_proxy
Kandy,Leek,Yala,2023,88.6,88.6,synthetic_proxy
Kegalle,Leek,Yala,2023,45.7,51.1,synthetic_proxy
Kilinochchi,Leek,Yala,2023,33.2,31.0,synthetic_proxy
Kurunegala,Leek,Yala,2023,158.9,174.3,synthetic_proxy
Mannar,Leek,Yala,2023,39.7,42.9,synthetic_proxy
Matale,Leek,Yala,2023,105.0,93.0,synthetic_proxy
Matara,Leek,Yala,2023,60.3,67.3,synthetic_proxy
Monaragala,Leek,Yala,2023,58.4,63.3,synthetic_proxy
Mullaitivu,Leek,Yala,2023,34.0,34.4,synthetic_proxy
Nuwara Eliya,Leek,Yala,2023,121.0,109.9,synthetic_proxy
Polonnaruwa,Leek,Yala,2023,40.4,36.2,synthetic_proxy
Puttalam,Leek,Yala,2023,46.6,43.6,synthetic_proxy
Ratnapura,Leek,Yala,2023,110.7,117.9,synthetic_proxy
Trincomalee,Leek,Yala,2023,35.3,31.2,synthetic_proxy
Vavuniya,Leek,Yala,2023,38.2,40.2,synthetic_proxy
Ampara,Leek,Maha,2024,65.6,55.8,synthetic_proxy
Anuradhapura,Leek,Maha,2024,62.0,60.5,synthetic_proxy
Badulla,Leek,Maha,2024,157.4,159.5,synthetic_proxy
Batticaloa,Leek,Maha,2024,29.4,38.0,synthetic_proxy
Colombo,Leek,Maha,2024,146.5,122.3,synthetic_proxy
Galle,Leek,Maha,2024,34.9,41.1,synthetic_proxy
Gampaha,Leek,Maha,2024,58.7,59.8,synthetic_proxy
Hambantota,Leek,Maha,2024,100.2,105.1,synthetic_proxy
Jaffna,Leek,Maha,2024,46.0,46.6,synthetic_proxy
Kalutara,Leek,Maha,2024,35.3,37.1,synthetic_proxy
Kandy,Leek,Maha,2024,73.6,72.3,synthetic_proxy
Kegalle,Leek,Maha,2024,38.0,44.6,synthetic_proxy
Kilinochchi,Leek,Maha,2024,27.6,26.1,synthetic_proxy
Kurunegala,Leek,Maha,2024,132.0,150.0,synthetic_proxy
Mannar,Leek,Maha,2024,33.0,30.4,synthetic_proxy
Matale,Leek,Maha,2024,87.3,86.6,synthetic_proxy
Matara,Leek,Maha,2024,50.1,43.6,synthetic_proxy
Monaragala,Leek,Maha,2024,48.5,51.2,synthetic_proxy
Mullaitivu,Leek,Maha,2024,28.2,33.1,synthetic_proxy
Nuwara Eliya,Leek,Maha,2024,100.6,99.6,synthetic_proxy
Polonnaruwa,Leek,Maha,2024,33.6,32.8,synthetic_proxy
Puttalam,Leek,Maha,2024,38.7,33.6,synthetic_proxy
Ratnapura,Leek,Maha,2024,92.0,89.5,synthetic_proxy
Trincomalee,Leek,Maha,2024,29.3,23.7,synthetic_proxy
Vavuniya,Leek,Maha,2024,31.7,28.2,synthetic_proxy
Ampara,Leek,Yala,2024,71.3,73.2,synthetic_proxy
Anuradhapura,Leek,Yala,2024,67.4,78.0,synthetic_proxy
Badulla,Leek,Yala,2024,171.0,228.7,synthetic_proxy
Batticaloa,Leek,Yala,2024,31.9,29.7,synthetic_proxy
Colombo,Leek,Yala,2024,159.2,186.6,synthetic_proxy
Galle,Leek,Yala,2024,37.9,39.0,synthetic_proxy
Gampaha,Leek,Yala,2024,63.8,62.6,synthetic_proxy
Hambantota,Leek,Yala,2024,108.9,114.5,synthetic_proxy
Jaffna,Leek,Yala,2024,50.0,50.3,synthetic_proxy
Kalutara,Leek,Yala,2024,38.3,38.8,synthetic_proxy
Kandy,Leek,Yala,2024,80.0,76.1,synthetic_proxy
Kegalle,Leek,Yala,2024,41.2,34.3,synthetic_proxy
Kilinochchi,Leek,Yala,2024,30.0,24.4,synthetic_proxy
Kurunegala,Leek,Yala,2024,143.5,154.7,synthetic_proxy
Mannar,Leek,Yala,2024,35.8,34.6,synthetic_proxy
Matale,Leek,Yala,2024,94.8,88.0,synthetic_proxy
Matara,Leek,Yala,2024,54.4,54.5,synthetic_proxy
Monaragala,Leek,Yala,2024,52.7,57.7,synthetic_proxy
Mullaitivu,Leek,Yala,2024,30.7,31.4,synthetic_proxy
Nuwara Eliya,Leek,Yala,2024,109.3,100.7,synthetic_proxy
Polonnaruwa,Leek,Yala,2024,36.5,41.9,synthetic_proxy
Puttalam,Leek,Yala,2024,42.1,50.1,synthetic_proxy
Ratnapura,Leek,Yala,2024,100.0,105.9,synthetic_proxy
Trincomalee,Leek,Yala,2024,31.9,35.6,synthetic_proxy
Vavuniya,Leek,Yala,2024,34.5,39.6,synthetic_proxy
Ampara,Leek,Maha,2025,83.4,94.7,synthetic_proxy
Anuradhapura,Leek,Maha,2025,78.9,84.7,synthetic_proxy
Badulla,Leek,Maha,2025,200.2,214.6,synthetic_proxy
Batticaloa,Leek,Maha,2025,37.4,39.7,synthetic_proxy
Colombo,Leek,Maha,2025,186.3,161.8,synthetic_proxy
Galle,Leek,Maha,2025,44.4,48.1,synthetic_proxy
Gampaha,Leek,Maha,2025,74.7,62.5,synthetic_proxy
Hambantota,Leek,Maha,2025,127.4,115.3,synthetic_proxy
Jaffna,Leek,Maha,2025,58.5,67.6,synthetic_proxy
Kalutara,Leek,Maha,2025,44.8,49.4,synthetic_proxy
Kandy,Leek,Maha,2025,93.6,110.4,synthetic_proxy
Kegalle,Leek,Maha,2025,48.3,46.7,synthetic_proxy
Kilinochchi,Leek,Maha,2025,35.1,30.2,synthetic_proxy
Kurunegala,Leek,Maha,2025,167.9,163.1,synthetic_proxy
Mannar,Leek,Maha,2025,41.9,42.5,synthetic_proxy
Matale,Leek,Maha,2025,111.0,112.0,synthetic_proxy
Matara,Leek,Maha,2025,63.7,72.3,synthetic_proxy
Monaragala,Leek,Maha,2025,61.7,59.0,synthetic_proxy
Mullaitivu,Leek,Maha,2025,35.9,37.4,synthetic_proxy
Nuwara Eliya,Leek,Maha,2025,127.9,112.7,synthetic_proxy
Polonnaruwa,Leek,Maha,2025,42.7,45.0,synthetic_proxy
Puttalam,Leek,Maha,2025,49.3,49.3,synthetic_proxy
Ratnapura,Leek,Maha,2025,117.0,106.5,synthetic_proxy
Trincomalee,Leek,Maha,2025,37.3,36.2,synthetic_proxy
Vavuniya,Leek,Maha,2025,40.3,39.4,synthetic_proxy
Ampara,Leek,Yala,2025,69.2,66.9,synthetic_proxy
Anuradhapura,Leek,Yala,2025,65.4,79.3,synthetic_proxy
Badulla,Leek,Yala,2025,166.0,164.0,synthetic_proxy
Batticaloa,Leek,Yala,2025,31.0,30.1,synthetic_proxy
Colombo,Leek,Yala,2025,154.5,115.6,synthetic_proxy
Galle,Leek,Yala,2025,36.8,32.9,synthetic_proxy
Gampaha,Leek,Yala,2025,61.9,59.9,synthetic_proxy
Hambantota,Leek,Yala,2025,105.7,97.0,synthetic_proxy
Jaffna,Leek,Yala,2025,48.5,56.5,synthetic_proxy
Kalutara,Leek,Yala,2025,37.2,36.4,synthetic_proxy
Kandy,Leek,Yala,2025,77.6,89.6,synthetic_proxy
Kegalle,Leek,Yala,2025,40.0,40.3,synthetic_proxy
Kilinochchi,Leek,Yala,2025,29.1,29.2,synthetic_proxy
Kurunegala,Leek,Yala,2025,139.2,137.7,synthetic_proxy
Mannar,Leek,Yala,2025,34.8,34.8,synthetic_proxy
Matale,Leek,Yala,2025,92.0,111.0,synthetic_proxy
Matara,Leek,Yala,2025,52.8,38.1,synthetic_proxy
Monaragala,Leek,Yala,2025,51.2,38.9,synthetic_proxy
Mullaitivu,Leek,Yala,2025,29.8,27.8,synthetic_proxy
Nuwara Eliya,Leek,Yala,2025,106.0,106.2,synthetic_proxy
Polonnaruwa,Leek,Yala,2025,35.4,38.3,synthetic_proxy
Puttalam,Leek,Yala,2025,40.8,43.2,synthetic_proxy
Ratnapura,Leek,Yala,2025,97.0,92.5,synthetic_proxy
Trincomalee,Leek,Yala,2025,30.9,34.7,synthetic_proxy
Vavuniya,Leek,Yala,2025,33.4,37.6,synthetic_proxy
Ampara,Tomato,Maha,2014,114.5,117.0,synthetic_proxy
Anuradhapura,Tomato,Maha,2014,106.1,118.4,synthetic_proxy
Badulla,Tomato,Maha,2014,269.8,278.7,synthetic_proxy
Batticaloa,Tomato,Maha,2014,50.5,47.1,synthetic_proxy
Colombo,Tomato,Maha,2014,251.0,272.0,synthetic_proxy
Galle,Tomato,Maha,2014,59.8,60.6,synthetic_proxy
Gampaha,Tomato,Maha,2014,100.5,100.5,synthetic_proxy
Hambantota,Tomato,Maha,2014,202.1,237.8,synthetic_proxy
Jaffna,Tomato,Maha,2014,81.9,57.8,synthetic_proxy
Kalutara,Tomato,Maha,2014,60.1,49.9,synthetic_proxy
Kandy,Tomato,Maha,2014,126.2,108.2,synthetic_proxy
Kegalle,Tomato,Maha,2014,64.9,62.1,synthetic_proxy
Kilinochchi,Tomato,Maha,2014,47.3,45.8,synthetic_proxy
Kurunegala,Tomato,Maha,2014,226.6,185.6,synthetic_proxy
Mannar,Tomato,Maha,2014,56.6,49.9,synthetic_proxy
Matale,Tomato,Maha,2014,149.5,134.1,synthetic_proxy
Matara,Tomato,Maha,2014,107.1,138.6,synthetic_proxy
Monaragala,Tomato,Maha,2014,103.3,125.6,synthetic_proxy
Mullaitivu,Tomato,Maha,2014,47.7,45.3,synthetic_proxy
Nuwara Eliya,Tomato,Maha,2014,172.1,164.6,synthetic_proxy
Polonnaruwa,Tomato,Maha,2014,58.3,50.2,synthetic_proxy
Puttalam,Tomato,Maha,2014,83.1,64.1,synthetic_proxy
Ratnapura,Tomato,Maha,2014,158.2,156.0,synthetic_proxy
Trincomalee,Tomato,Maha,2014,48.8,43.0,synthetic_proxy
Vavuniya,Tomato,Maha,2014,54.0,53.5,synthetic_proxy
Ampara,Tomato,Maha,2015,97.5,78.8,synthetic_proxy
Anuradhapura,Tomato,Maha,2015,90.4,82.1,synthetic_proxy
Badulla,Tomato,Maha,2015,229.8,233.9,synthetic_proxy
Batticaloa,Tomato,Maha,2015,43.0,44.9,synthetic_proxy
Colombo,Tomato,Maha,2015,213.8,224.5,synthetic_proxy
Galle,Tomato,Maha,2015,50.9,42.9,synthetic_proxy
Gampaha,Tomato,Maha,2015,85.6,94.4,synthetic_proxy
Hambantota,Tomato,Maha,2015,172.1,155.6,synthetic_proxy
Jaffna,Tomato,Maha,2015,69.7,75.0,synthetic_proxy
Kalutara,Tomato,Maha,2015,51.2,51.1,synthetic_proxy
Kandy,Tomato,Maha,2015,107.5,89.7,synthetic_proxy
Kegalle,Tomato,Maha,2015,55.3,53.2,synthetic_proxy
Kilinochchi,Tomato,Maha,2015,40.3,42.0,synthetic_proxy
Kurunegala,Tomato,Maha,2015,192.9,207.1,synthetic_proxy
Mannar,Tomato,Maha,2015,48.2,47.4,synthetic_proxy
Matale,Tomato,Maha,2015,127.3,150.7,synthetic_proxy
Matara,Tomato,Maha,2015,91.2,102.2,synthetic_proxy
Monaragala,Tomato,Maha,2015,87.9,85.2,synthetic_proxy
Mullaitivu,Tomato,Maha,2015,40.6,44.3,synthetic_proxy
Nuwara Eliya,Tomato,Maha,2015,146.6,180.6,synthetic_proxy
Polonnaruwa,Tomato,Maha,2015,49.6,61.3,synthetic_proxy
Puttalam,Tomato,Maha,2015,70.8,60.4,synthetic_proxy
Ratnapura,Tomato,Maha,2015,134.8,119.8,synthetic_proxy
Trincomalee,Tomato,Maha,2015,41.6,49.0,synthetic_proxy
Vavuniya,Tomato,Maha,2015,46.0,40.2,synthetic_proxy
Ampara,Tomato,Yala,2015,80.9,68.1,synthetic_proxy
Anuradhapura,Tomato,Yala,2015,75.0,70.7,synthetic_proxy
